Protein_Name,Protein_Labels,Source,Predicted results,
P25831,chloroplast,,envelope,
P25832,chloroplast,,stroma,
P25833,chloroplast,,stroma,
P25834,chloroplast,,stroma,
P25835,chloroplast,,,
P25836,chloroplast,,stroma,
P25837,chloroplast,,stroma,
P25838,chloroplast,,membrane,
P25839,chloroplast,,Plastoglobule,
P25862,chloroplast,,stroma,
P26259,chloroplast,,stroma,
P26569,chloroplast,,stroma,
P26658,chloroplast,Publication|PubMed:16025247,stroma,
P26958,chloroplast,,stroma,
P26959,chloroplast,,stroma,
P26960,chloroplast,,membrane,
P26961,chloroplast,,stroma,
P26962,chloroplast,,envelope,
P26963,chloroplast,,stroma,
P26964,chloroplast,,envelope,
P27456,chloroplast,Publication|PubMed:7670502,envelope,
P27608,chloroplast,,envelope,
P27683,chloroplast,Publication|PubMed:10874046,envelope,
P27684,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",stroma,
P27724,chloroplast,Manual assertion|PubMed:16287171,envelope,
P27788,chloroplast,,Plastoglobule,
P27793,chloroplast,,Plastoglobule,
P27818,chloroplast,,membrane,
P27819,chloroplast,,envelope,
P28258,chloroplast,,envelope,
P28259,chloroplast,,envelope,
P28260,chloroplast,,envelope,
P28261,chloroplast,,membrane,
P28262,chloroplast,,envelope,
P28376,chloroplast,,stroma,
P28377,chloroplast,,stroma,
P28378,chloroplast,,stroma,
P28379,chloroplast,,envelope,
P28380,chloroplast,,stroma,
P28381,chloroplast,,,
P28382,chloroplast,,envelope,stroma
P28383,chloroplast,,envelope,
P28384,chloroplast,,lumen,
P28385,chloroplast,,stroma,
P28386,chloroplast,,stroma,
P28387,chloroplast,,stroma,
P28388,chloroplast,,stroma,
P28389,chloroplast,,envelope,
P28390,chloroplast,,envelope,
P28391,chloroplast,,envelope,stroma
P28392,chloroplast,,envelope,
P28393,chloroplast,,envelope,
P28394,chloroplast,,envelope,
P28395,chloroplast,,envelope,
P28396,chloroplast,,envelope,
P28397,chloroplast,,stroma,
P28398,chloroplast,,membrane,
P28399,chloroplast,,envelope,
P28400,chloroplast,,envelope,
P28401,chloroplast,,envelope,
P28402,chloroplast,,stroma,
P28403,chloroplast,,stroma,
P28404,chloroplast,,stroma,
P28405,chloroplast,,stroma,
P28406,chloroplast,,stroma,
P28407,chloroplast,,envelope,Plastoglobule
P28408,chloroplast,,stroma,
P28409,chloroplast,,stroma,
P28410,chloroplast,,envelope,
P28412,chloroplast,,stroma,
P28413,chloroplast,,,
P28414,chloroplast,,membrane,
P28415,chloroplast,,envelope,
P28416,chloroplast,,envelope,
P28417,chloroplast,,membrane,
P28418,chloroplast,,Plastoglobule,
P28419,chloroplast,,membrane,
P28420,chloroplast,,stroma,
P28421,chloroplast,,membrane,
P28422,chloroplast,,membrane,
P28423,chloroplast,,membrane,
P28424,chloroplast,,membrane,
P28425,chloroplast,,,
P28426,chloroplast,,membrane,
P28427,chloroplast,,envelope,
P28428,chloroplast,,membrane,
P28430,chloroplast,,membrane,
P28431,chloroplast,,membrane,
P28432,chloroplast,,membrane,
P28433,chloroplast,,membrane,
P28434,chloroplast,,membrane,
P28435,chloroplast,,membrane,
P28436,chloroplast,,,
P28437,chloroplast,,envelope,
P28438,chloroplast,,,
P28439,chloroplast,,membrane,
P28440,chloroplast,,membrane,
P28441,chloroplast,,membrane,
P28442,chloroplast,,membrane,
P28443,chloroplast,,membrane,
P28444,chloroplast,,membrane,
P28445,chloroplast,,membrane,
P28446,chloroplast,,membrane,
P28447,chloroplast,,stroma,
P28448,chloroplast,,stroma,
P28449,chloroplast,,stroma,
P28450,chloroplast,,stroma,
P28452,chloroplast,,envelope,stroma
P28453,chloroplast,,stroma,
P28454,chloroplast,,stroma,
P28455,chloroplast,,stroma,
P28456,chloroplast,,envelope,
P28457,chloroplast,,,
P28458,chloroplast,,stroma,
P28459,chloroplast,,stroma,
P28460,chloroplast,,stroma,
P28554,chloroplast,By Similarity|UniProtKB:Q40406,envelope,
P28645,chloroplast,,stroma,
P29102,chloroplast,,stroma,
P29344,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",stroma,
P29402,chloroplast,By Similarity,stroma,
P29696,chloroplast,,,
P29976,chloroplast,,stroma,
P30732,chloroplast,,stroma,
P30827,chloroplast,,stroma,
P30828,chloroplast,,stroma,
P30829,chloroplast,,stroma,
P30830,chloroplast,,stroma,
P30924,chloroplast,,stroma,
P31164,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",stroma,
P31169,chloroplast,,stroma,
P31183,chloroplast,,stroma,
P31184,chloroplast,,stroma,
P31189,chloroplast,,stroma,
P31197,chloroplast,,stroma,
P31201,chloroplast,,stroma,
P31202,chloroplast,,stroma,
P31212,chloroplast,Manual assertion,stroma,
P31427,chloroplast,By Similarity,,
P32761,chloroplast,,,
P33536,chloroplast,,membrane,
P34047,chloroplast,Manual assertion,stroma,
P34767,chloroplast,,membrane,
P34915,chloroplast,,membrane,
P35055,chloroplast,Manual assertion,stroma,membrane
P35079,chloroplast,,membrane,
P36210,chloroplast,,stroma,
P36444,chloroplast,,membrane,
P36476,chloroplast,,membrane,
P36477,chloroplast,,membrane,
P36478,chloroplast,,membrane,
P36479,chloroplast,,membrane,
P36480,chloroplast,,membrane,
P36481,chloroplast,,stroma,
P36482,chloroplast,,membrane,
P36483,chloroplast,,membrane,
P36484,chloroplast,,stroma,membrane
P36485,chloroplast,,membrane,
P36486,chloroplast,,stroma,membrane
P36487,chloroplast,,membrane,
P36488,chloroplast,,stroma,
P36489,chloroplast,,stroma,
P36490,chloroplast,,stroma,
P36505,chloroplast,Publication|PubMed:17662030,stroma,
P37142,chloroplast,,stroma,
P37222,chloroplast,,stroma,
P37229,chloroplast,,stroma,
P38365,chloroplast,,stroma,
P41127,chloroplast,,stroma,
P41345,chloroplast,By Similarity,stroma,
P41347,chloroplast,,stroma,
P41349,chloroplast,,membrane,
P41621,chloroplast,,membrane,
P42643,chloroplast,By Similarity|UniProtKB:P48349,membrane,
P42645,chloroplast,Publication|PubMed:21558460,membrane,
P42732,chloroplast,,stroma,
P42770,chloroplast,Manual assertion,Plastoglobule,stroma
P42791,chloroplast,,envelope,
P43210,chloroplast,,envelope,
P43223,chloroplast,,envelope,
P43224,chloroplast,,envelope,
P43225,chloroplast,,stroma,
P43226,chloroplast,,stroma,
P43227,chloroplast,,envelope,
P43228,chloroplast,,membrane,
P43229,chloroplast,,membrane,
P43279,chloroplast,,stroma,
P43284,chloroplast,Manual assertion,stroma,
P43293,chloroplast,By Similarity|UniProtKB:O48814,envelope,
P45434,chloroplast,,stroma,
P45738,chloroplast,,envelope,
P46225,chloroplast,,envelope,
P46285,chloroplast,,Plastoglobule,
P46416,chloroplast,,stroma,
P46820,chloroplast,,membrane,
P47910,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:12605670, Publication|PubMed:28007896",envelope,
P47923,chloroplast,Manual assertion,membrane,
P48069,chloroplast,,envelope,
P48070,chloroplast,,envelope,
P48417,chloroplast,Manual assertion,envelope,
P48640,chloroplast,Manual assertion,stroma,membrane
P48682,chloroplast,,membrane,
P48683,chloroplast,,,
P48684,chloroplast,,envelope,
P48686,chloroplast,,envelope,
P48688,chloroplast,,stroma,
P48689,chloroplast,,stroma,
P48690,chloroplast,,envelope,
P48693,chloroplast,,stroma,
P48694,chloroplast,,envelope,
P48696,chloroplast,,stroma,
P48697,chloroplast,,envelope,
P48698,chloroplast,,stroma,
P48699,chloroplast,,envelope,
P48700,chloroplast,,stroma,
P48701,chloroplast,,envelope,
P48702,chloroplast,,Plastoglobule,
P48703,chloroplast,,envelope,
P48704,chloroplast,,stroma,
P48705,chloroplast,,envelope,
P48706,chloroplast,,envelope,
P48707,chloroplast,,stroma,
P48708,chloroplast,,envelope,
P48709,chloroplast,,envelope,
P48710,chloroplast,,stroma,
P48711,chloroplast,,envelope,
P48712,chloroplast,,stroma,
P48713,chloroplast,,envelope,stroma
P48714,chloroplast,,envelope,
P48715,chloroplast,,membrane,
P48716,chloroplast,,membrane,
P48717,chloroplast,,stroma,
P48718,chloroplast,,,
P48719,chloroplast,,stroma,
P49086,chloroplast,By Similarity|UniProtKB:Q40406,stroma,
P50287,chloroplast,,stroma,
P50546,chloroplast,,envelope,
P50883,chloroplast,,membrane,
P51101,chloroplast,,membrane,
P51412,chloroplast,,stroma,
P51430,chloroplast,,stroma,
P51994,chloroplast,,membrane,
P52032,chloroplast,Manual assertion,stroma,
P52416,chloroplast,By Similarity,stroma,
P52417,chloroplast,By Similarity,stroma,
P52418,chloroplast,,membrane,
P52426,chloroplast,,envelope,
P52877,chloroplast,By Similarity|UniProtKB:Q96255,stroma,membrane
P53496,chloroplast,,envelope,
P53497,chloroplast,,envelope,
P53535,chloroplast,,envelope,
P53536,chloroplast,,stroma,
P55231,chloroplast,,envelope,
P55234,chloroplast,By Similarity,stroma,
P55239,chloroplast,,membrane,
P55240,chloroplast,,stroma,
P56647,chloroplast,,membrane,
P56648,chloroplast,,membrane,
P56791,chloroplast,,stroma,
P56820,chloroplast,Manual assertion|HAMAP-Rule:MF_03003,membrane,
P57720,chloroplast,By Similarity,stroma,
P60040,chloroplast,,membrane,
P61293,chloroplast,,membrane,
P62126,chloroplast,,membrane,
P62128,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",membrane,
P69242,chloroplast,"Publication|PubMed:12061895, Publication|PubMed:12435389",membrane,
P69249,chloroplast,"Manual assertion|HAMAP-Rule:MF_00860, Manual assertion",membrane,
P69570,chloroplast,,membrane,
P69571,chloroplast,,stroma,
P69572,chloroplast,,membrane,
P69573,chloroplast,,stroma,membrane
P69574,chloroplast,,envelope,
P69575,chloroplast,,envelope,
P69576,chloroplast,,envelope,stroma
P69577,chloroplast,,,
P69578,chloroplast,,stroma,
P69579,chloroplast,,Plastoglobule,
P69580,chloroplast,,stroma,
P69581,chloroplast,,stroma,
P69582,chloroplast,,envelope,
P69583,chloroplast,,stroma,
P69584,chloroplast,,stroma,
P69585,chloroplast,,membrane,
P69586,chloroplast,,stroma,
P69587,chloroplast,,membrane,
P69588,chloroplast,,stroma,membrane
P69589,chloroplast,,envelope,
P69590,chloroplast,,envelope,
P69591,chloroplast,,envelope,
P72659,chloroplast,Manual assertion|HAMAP-Rule:MF_01595,stroma,
P80030,chloroplast,Manual assertion,envelope,
P80356,chloroplast,,stroma,
P80461,chloroplast,,envelope,
P82024,chloroplast,Publication|PubMed:10874039,stroma,
P82129,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",stroma,
P82130,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",stroma,membrane
P82137,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",envelope,
P82139,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",stroma,
P82163,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",envelope,
P82180,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",envelope,
P82190,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",membrane,
P82191,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",membrane,
P82192,chloroplast,Publication|PubMed:10874046,stroma,
P82193,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",stroma,
P82194,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",envelope,
P82244,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",envelope,
P82245,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",stroma,
P82248,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",,
P82277,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:12605670, Publication|PubMed:28007896",envelope,
P82278,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",envelope,
P82403,chloroplast,"Publication|PubMed:10874039, Publication|PubMed:28007896",envelope,
P82413,chloroplast,"Publication|PubMed:10874046, Publication|PubMed:28007896",envelope,
P86837,chloroplast,,envelope,
P92306,chloroplast,,,
P92397,chloroplast,,envelope,
P92401,chloroplast,,membrane,
P92406,chloroplast,,stroma,
P92407,chloroplast,,stroma,
P92445,chloroplast,,envelope,
P92974,chloroplast,,envelope,
P93017,chloroplast,,stroma,
P93162,chloroplast,Manual assertion,envelope,
P93407,chloroplast,,membrane,
P93568,chloroplast,,,
P93655,chloroplast,"Manual assertion|HAMAP-Rule:MF_03120, Publication|PubMed:14671022, Publication|PubMed:17478548, Publication|PubMed:19076295",membrane,
P93732,chloroplast,By Similarity,stroma,
P93757,chloroplast,,envelope,
P93841,chloroplast,By Similarity,stroma,
P93880,chloroplast,,stroma,
P93890,chloroplast,,stroma,
P93906,chloroplast,,envelope,
P93913,chloroplast,,stroma,
P93936,chloroplast,,stroma,
P93988,chloroplast,,stroma,
P93998,chloroplast,,stroma,
Q01402,chloroplast,Manual assertion,envelope,
Q01873,chloroplast,,envelope,
Q01874,chloroplast,,stroma,
Q02119,chloroplast,By Similarity,stroma,
Q05145,chloroplast,,stroma,
Q05554,chloroplast,,stroma,
Q05579,chloroplast,,stroma,
Q05728,chloroplast,,stroma,
Q05798,chloroplast,,stroma,
Q05800,chloroplast,,,
Q05984,chloroplast,,stroma,
Q05985,chloroplast,,stroma,
Q05986,chloroplast,,Plastoglobule,stroma
Q05987,chloroplast,,stroma,
Q05988,chloroplast,,stroma,
Q05989,chloroplast,,stroma,
Q05990,chloroplast,,stroma,
Q05991,chloroplast,,envelope,
Q05992,chloroplast,,stroma,
Q05993,chloroplast,,stroma,
Q05994,chloroplast,,stroma,
Q05995,chloroplast,,stroma,
Q06021,chloroplast,,stroma,
Q06022,chloroplast,,stroma,
Q06023,chloroplast,,stroma,
Q06024,chloroplast,,stroma,
Q06025,chloroplast,,envelope,
Q06801,chloroplast,,stroma,
Q06GQ2,chloroplast,,stroma,
Q06GY9,chloroplast,,stroma,
Q07209,chloroplast,,stroma,
Q07210,chloroplast,,,
Q07281,chloroplast,,stroma,
Q07511,chloroplast,"Manual assertion|HAMAP-Rule:MF_03210, Publication|PubMed:16668624, Publication|PubMed:8278546",stroma,
Q08047,chloroplast,,stroma,
Q09054,chloroplast,By Similarity,stroma,
Q09MH0,chloroplast,,stroma,
Q09X09,chloroplast,,stroma,
Q0D3S3,chloroplast,Manual assertion,stroma,
Q0D7I3,chloroplast,Publication|PubMed:17406793,stroma,
Q0DG35,chloroplast,Manual assertion,stroma,
Q0DM51,chloroplast,Manual assertion,stroma,
Q0DUI8,chloroplast,By Similarity|UniProtKB:Q40406,stroma,
Q0DV66,chloroplast,Manual assertion,stroma,
Q0E079,chloroplast,Manual assertion,stroma,
Q0E3V2,chloroplast,Publication|PubMed:27585744,stroma,
Q0G9V4,chloroplast,,membrane,
Q0INY7,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
Q0J235,chloroplast,Publication|PubMed:18594992,membrane,
Q0J8M2,chloroplast,,stroma,
Q0JA82,chloroplast,Manual assertion,stroma,
Q0JD85,chloroplast,Publication|PubMed:28751900,stroma,
Q0JEQ2,chloroplast,Manual assertion|PubMed:16397796,membrane,
Q0JEZ8,chloroplast,Manual assertion,membrane,
Q0JHF8,chloroplast,Manual assertion,membrane,
Q0JIZ1,chloroplast,Manual assertion,membrane,
Q0P3J3,chloroplast,,membrane,
Q0V865,chloroplast,Manual assertion,membrane,
Q0WMY5,chloroplast,Publication|PubMed:18431481,membrane,
Q0WNB1,chloroplast,Publication|PubMed:19795213,membrane,
Q0WQK2,chloroplast,Manual assertion,membrane,
Q10N79,chloroplast,Manual assertion|HAMAP-Rule:MF_03124,stroma,
Q10P67,chloroplast,Manual assertion,stroma,
Q14FE9,chloroplast,,stroma,
Q19V64,chloroplast,,membrane,
Q1ACK0,chloroplast,,membrane,
Q1KVV0,chloroplast,,membrane,
Q1WIQ6,chloroplast,,membrane,
Q1XBU5,chloroplast,Manual assertion,membrane,
Q20EX7,chloroplast,,,
Q20HU7,chloroplast,Manual assertion,,
Q2MIH9,chloroplast,,membrane,
Q2QP54,chloroplast,By Similarity|UniProtKB:A8J637,membrane,
Q2QQJ5,chloroplast,Manual assertion,membrane,
Q2QTC2,chloroplast,By Similarity,stroma,membrane
Q2QTL0,chloroplast,By Similarity|UniProtKB:Q9FGS4,membrane,
Q2QWK9,chloroplast,By Similarity,membrane,
Q2R1U8,chloroplast,Publication|PubMed:18799595,envelope,
Q2R480,chloroplast,By Similarity,membrane,
Q2RBR1,chloroplast,,membrane,
Q2UVJ5,chloroplast,Manual assertion,membrane,
Q308N0,chloroplast,Manual assertion,membrane,
Q31655,chloroplast,,membrane,
Q31669,chloroplast,,stroma,
Q31672,chloroplast,,membrane,
Q31674,chloroplast,,membrane,
Q31680,chloroplast,,membrane,
Q31715,chloroplast,,membrane,
Q31730,chloroplast,,membrane,
Q31738,chloroplast,,membrane,
Q31750,chloroplast,,membrane,
Q31795,chloroplast,,membrane,
Q31809,chloroplast,,membrane,
Q31827,chloroplast,,stroma,membrane
Q31859,chloroplast,,stroma,
Q31886,chloroplast,,stroma,
Q31946,chloroplast,,stroma,
Q31948,chloroplast,,stroma,
Q31951,chloroplast,,stroma,
Q31983,chloroplast,,stroma,
Q31992,chloroplast,,stroma,
Q32016,chloroplast,,stroma,
Q32040,chloroplast,,envelope,
Q32041,chloroplast,,stroma,
Q32042,chloroplast,,membrane,
Q32223,chloroplast,,membrane,
Q32255,chloroplast,,envelope,
Q32256,chloroplast,,stroma,
Q32271,chloroplast,,membrane,
Q32283,chloroplast,,membrane,
Q32303,chloroplast,,membrane,
Q32344,chloroplast,,stroma,
Q32345,chloroplast,,envelope,
Q32360,chloroplast,,stroma,
Q32397,chloroplast,,envelope,
Q32625,chloroplast,,stroma,
Q32663,chloroplast,,envelope,
Q32668,chloroplast,,stroma,
Q32686,chloroplast,,stroma,
Q32699,chloroplast,,envelope,
Q32701,chloroplast,,envelope,
Q32770,chloroplast,,envelope,
Q32890,chloroplast,,stroma,
Q32908,chloroplast,,stroma,
Q32RQ1,chloroplast,,stroma,
Q32RY7,chloroplast,,Plastoglobule,
Q33015,chloroplast,,stroma,
Q33050,chloroplast,,Plastoglobule,
Q33062,chloroplast,,stroma,
Q33101,chloroplast,,envelope,stroma
Q33162,chloroplast,,envelope,
Q33245,chloroplast,,envelope,
Q33274,chloroplast,,stroma,
Q33323,chloroplast,,stroma,
Q33383,chloroplast,,stroma,
Q33406,chloroplast,,envelope,
Q33438,chloroplast,,envelope,
Q33443,chloroplast,,stroma,
Q33528,chloroplast,,stroma,
Q33600,chloroplast,,stroma,
Q33619,chloroplast,,stroma,
Q33C26,chloroplast,,stroma,
Q36610,chloroplast,,,
Q36800,chloroplast,,envelope,
Q37192,chloroplast,,stroma,
Q37227,chloroplast,,envelope,
Q37328,chloroplast,,stroma,
Q38709,chloroplast,Manual assertion|HAMAP-Rule:MF_03158,stroma,
Q38771,chloroplast,,Plastoglobule,
Q38853,chloroplast,Publication|PubMed:15181206,envelope,
Q38933,chloroplast,Manual assertion,envelope,
Q38953,chloroplast,Publication|PubMed:19245862,stroma,
Q39056,chloroplast,Publication|PubMed:20164445,membrane,
Q39061,chloroplast,Manual assertion,stroma,
Q39152,chloroplast,,envelope,
Q39189,chloroplast,By Similarity,stroma,
Q39221,chloroplast,By Similarity,membrane,
Q39548,chloroplast,,envelope,
Q3BAN4,chloroplast,,envelope,
Q3C1J4,chloroplast,,stroma,
Q3C251,chloroplast,Manual assertion|HAMAP-Rule:MF_03124,envelope,
Q3C2E5,chloroplast,By Similarity,envelope,
Q3ECD0,chloroplast,Manual assertion,envelope,
Q3ED65,chloroplast,"Manual assertion|HAMAP-Rule:MF_03192, Publication|PubMed:17082184",membrane,
Q3V526,chloroplast,,envelope,
Q3ZJ74,chloroplast,,envelope,
Q40546,chloroplast,,stroma,
Q41059,chloroplast,Manual assertion,Plastoglobule,
Q41406,chloroplast,Manual assertion,stroma,
Q41510,chloroplast,Manual assertion,stroma,
Q41738,chloroplast,"Manual assertion|HAMAP-Rule:MF_03158, Publication|PubMed:8541506",stroma,
Q41768,chloroplast,By Similarity,envelope,
Q41769,chloroplast,By Similarity,envelope,
Q42368,chloroplast,,stroma,
Q42440,chloroplast,Manual assertion,membrane,
Q42553,chloroplast,Manual assertion,stroma,
Q42561,chloroplast,Manual assertion,envelope,
Q42581,chloroplast,Manual assertion,,
Q42589,chloroplast,Publication|PubMed:8220451,envelope,
Q42707,chloroplast,Manual assertion,envelope,stroma
Q42796,chloroplast,,Plastoglobule,stroma
Q42813,chloroplast,Manual assertion,stroma,
Q42843,chloroplast,,envelope,
Q42876,chloroplast,,envelope,
Q42882,chloroplast,By Similarity,envelope,
Q42884,chloroplast,,,
Q42885,chloroplast,,stroma,
Q42910,chloroplast,,envelope,
Q42967,chloroplast,,envelope,
Q42968,chloroplast,,membrane,
Q42997,chloroplast,Manual assertion,membrane,
Q43036,chloroplast,,membrane,
Q43058,chloroplast,,membrane,
Q43092,chloroplast,,membrane,
Q43117,chloroplast,,stroma,
Q43247,chloroplast,By Similarity,stroma,
Q43503,chloroplast,,membrane,
Q43578,chloroplast,,membrane,
Q43784,chloroplast,,,
Q43846,chloroplast,By Similarity,stroma,
Q43847,chloroplast,By Similarity,stroma,
Q43870,chloroplast,Manual assertion,,
Q49KZ0,chloroplast,,membrane,
Q4JHG3,chloroplast,Manual assertion,membrane,
Q4V399,chloroplast,Manual assertion,membrane,
Q4V3C8,chloroplast,By Similarity,stroma,
Q50EK2,chloroplast,Publication|PubMed:16497345,membrane,
